Id,Portfolio Dept?,Title,Portfolio,Classification,Type of Body,GFS Sector Classification,Materiality,Description,Established By / Under,Established by/Under More Info,Creation Date,GFS Function / Sector Reported,PS Act Body,Average Staffing Level (ASL),Max No. of  Board / Committee Members,Paid Members?,Board / Committee Appointed by,Board / Committee Appointed More Info,Annual Report Prepared and Tabled?,Auditor,Auditor Other,ABN,Parent Organisation,Parent Board / Non-Board Title,"2019-20 Budget, Total Appropriations ($000)","2019-20 Budget, Total Departmental Expenses ($000)",Head Office Street Address,Head Office Suburb,Head Office State,Head Office Postcode,Head Office Country,Website Address,Strategic / Corporate / Organisational Plan,Annual Reports,Budget Documentation
B-002227,,Australia Post Digital MailBox Pty Ltd,Communications and the Arts,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Australia Post controlled entity,Corporations Act 2001 / Company / Trust Deed / Partnership,,40921,,,,0,,,,No,ANAO,,25 155 133 001,Australian Postal Corporation,,,,,,,,,,,,
B-002228,,Australia Post Licensee Advisory Council Ltd,Communications and the Arts,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Australia Post Licensee Advisory Council is a public company jointly owned by Australia Post and Licensed Post Office members. The Council was established to facilitate improved communication between Licensee Members and Australia Post and enable Australia Post to better access the collective intellect of the Australia Post Network on business issues.,Corporations Act 2001 / Company / Trust Deed / Partnership,,37865,,,,,,,,No,ANAO,,,Australian Postal Corporation,,,,111 Bourke Street,Melbourne,VIC,3000,Australia,,http://auspost.com.au/about-us/corporate-governance.html,http://auspost.com.au/about-us/publications.html,http://www.communications.gov.au/about_us/budget
B-002229,,Australia Post Services Pty Ltd,Communications and the Arts,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,"Australia Post Services Pty Ltd, is an Australia Post controlled entity and the holder of an Australian Financial Services Licence",Corporations Act 2001 / Company / Trust Deed / Partnership,,38412,,,,0,No,,,No,ANAO,,67 002 599 340,Australian Postal Corporation,,,,111 Bourke Street,Melbourne,VIC,3000,Australia,,http://auspost.com.au/about-us/corporate-governance.html,http://auspost.com.au/about-us/publications.html,http://www.communications.gov.au/about_us/budget
B-002230,,Australia Post Transaction Services Pty Ltd,Communications and the Arts,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Australia Post controlled holding entity with multiple subsidiaries,Corporations Act 2001 / Company / Trust Deed / Partnership,,38604,,,,0,No,,,No,ANAO,,87 116 164 286,Australian Postal Corporation,,,,111 Bourke Street,Melbourne,VIC,3000,Australia,,http://auspost.com.au/about-us/corporate-governance.html,http://auspost.com.au/about-us/publications.html,http://www.communications.gov.au/about_us/budget
B-003640,,Australian Children's Television Foundation Board,Communications and the Arts,C. Other,L. Bodies Linked to the Australian Government through Statutory Contracts Agreements and Delegations,,,The Australian Children's Television Foundation Board is responsible for the performance of the company and its development and production of television programs for children.,Act / Regulation,"Body established by the Corporations Act 2001, Company constitution or through a Trust Deed; and Victoria Companies Act 1961, Memorandum and Articles of Association of the Australian Children's Television Foundation",42552,,,,3,No,Ministerial,,"Yes, but not tabled",,,,,,,,,,,,,,,,
B-000635,,Australian Communications Consumer Action Network,Communications and the Arts,C. Other,L. Bodies Linked to the Australian Government through Statutory Contracts Agreements and Delegations,,,"The Australian Communications Consumer Action Network (ACCAN) is Australia's peak body for consumer representation in communications. ACCAN represent residential consumers and small businesses including not-for profit organisations in so far as they are consumers. ACCAN focuses on goods and services encompassed by the converging areas of telecommunications, the internet and broadcasting, including both current and emerging technologies. ACCAN administers a Grant Scheme as part of its funding agreement with the Commonwealth Department of Communications. The aims of the Scheme are to support consumer research and representation that is aligned with ACCAN's strategic plan. The operation of ACCAN is made possible by funding provided by the Commonwealth of Australia under section 593 of the Telecommunications Act 1997. This funding is recovered from charges on telecommunications carriers.",Minister,,39736,,,,,,,,"Yes, but not tabled",Other,Ashby & Co,42 133 719 678,,,,,"Suite 402, Level 4, 55 Mountain Street",Ultimo,NSW,2007,Australia,https://accan.org.au/,https://accan.org.au/about/strategic-plan,https://accan.org.au/about/annual-reports,
B-002231,,Australian Express Freight Pty Ltd,Communications and the Arts,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Australian Express Freight Pty Ltd is an Australia Post controlled trustee entity.,Corporations Act 2001 / Company / Trust Deed / Partnership,,41226,,,,0,No,,,No,ANAO,,88 052 906 920,Australian Postal Corporation,,,,219-241 Cleveland Street,Redfern,NSW,2016,Australia,,http://auspost.com.au/about-us/corporate-governance.html,http://auspost.com.au/about-us/publications.html,http://www.communications.gov.au/about_us/budget
B-002232,,Australian Express Transport Pty Ltd,Communications and the Arts,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,Australian Express Transport Pty Ltd is an Australia Post controlled trustee entity.,Corporations Act 2001 / Company / Trust Deed / Partnership,,41226,,,,0,No,,,No,ANAO,,84 052 906 966,Australian Postal Corporation,,,,219-241 Cleveland Street,Redfern,NSW,2016,Australia,,http://auspost.com.au/about-us/corporate-governance.html,http://auspost.com.au/about-us/publications.html,http://www.communications.gov.au/about_us/budget
B-003948,,Australian National Maritime Museum Foundation,Communications and the Arts,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,"The Australian National Maritime Foundation is the fundraising arm of the museum. The Foundation?s objectives are to create a capital fund, through gifts, bequests and fundraising activities, for the purposes of: ? Acquiring major additional items or collections of items to develop the National Maritime Collection; ? Conserving the National Maritime Collection; and ? Other activities which enhance the National Maritime Collection.",Other,Other Incorporated Entity. Registered with the Australian Charities and Not-for-profits Commission (ACNC),36621,,,,,,,,,,,,Australian National Maritime Museum,,,,,,,,,,,,
B-002233,,AUX Investments Pty Ltd,Communications and the Arts,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,"AUX Investments Pty Ltd is an Australia Post controlled holding company for Star Track Express Holdings Pty Ltd, a holding entity for Star Track Express Investments Pty Ltd .",Corporations Act 2001 / Company / Trust Deed / Partnership,,41226,,,,0,No,,,No,ANAO,,99 146 824 919,Australian Postal Corporation,,,,219-241 Cleveland Street,Redfern,NSW,2016,Australia,,http://auspost.com.au/about-us/corporate-governance.html,http://auspost.com.au/about-us/publications.html,http://www.communications.gov.au/about_us/budget
B-000636,,Community Broadcasting Foundation Limited,Communications and the Arts,C. Other,I. Subsidiaries of Corporate Commonwealth Entities and Commonwealth Companies,,,"The Community Broadcasting Foundation is an independent non-profit funding body that seeks, secures and distributes funding to support community broadcasting in Australia including the general community, Indigenous Australians, the print handicapped and ethnic audiences; funds for community digital radio; funds for infrastructure investment and the development of ethnic community broadcasting; and support for the Australian Music Radio Airplay project which promotes contemporary Australian bands and musicians.",Corporations Act 2001 / Company / Trust Deed / Partnership,,30715,,,,,,,,"Yes, but not tabled",Other,TJ Ryan & Co,48 008 590 403,,,,,"Level 7, 369 Royal Parade",Parkville,VIC,3052,Australia,http://www.cbf.com.au/,http://www.cbf.com.au/about/cbf-strategic-plan/,http://www.cbf.com.au/about/cbf-annual-report/,
B-002235,,Darra No. 1 Trust,Communications and the Arts,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,Darra No. 1 Trust is an Australia Post controlled trust holding property assets.,Corporations Act 2001 / Company / Trust Deed / Partnership,,41226,,,,0,No,,,No,ANAO,,43 568 904 145,Australian Postal Corporation,,,,219-241 Cleveland Street,Redfern,NSW,2016,Australia,,http://auspost.com.au/about-us/corporate-governance.html,http://auspost.com.au/about-us/publications.html,http://www.communications.gov.au/about_us/budget
B-002236,,Darra No. 2 Trust,Communications and the Arts,C. Other,"J. Joint Ventures, Partnerships and Interests in Other Companies",,,Darra No. 2 Trust is an Australia Post controlled trust holding property assets.,Corporations Act 2001 / Company / Trust Deed / Partnership,,41226,,,,0,No,,,No,ANAO,,88 221 221 421,Australian Postal Corporation,,,,219-241 Cleveland Street,Redfern,NSW,2016,Australia,,http://auspost.com.au/about-us/corporate-governance.html,http://auspost.com.au/about-us/publications.html,http://www.communications.gov.au/about_us/budget
